primary_sta,secondary_sta,orbitNumber_primary,orbitDirection_primary,ascendingNodeDate_primary,startTimeFromAscendingNode_primary,completionTimeFromAscendingNode_primary,dataTakeID_primary,primaryImageSelectionInformation_secondary,normalBaseline_secondary,averageRangeCoregistrationShift_secondary,averageAzimuthCoregistrationShift_secondary,orbitNumber_secondary,orbitDirection_secondary,ascendingNodeDate_secondary,startTimeFromAscendingNode_secondary,completionTimeFromAscendingNode_secondary,dataTakeID_secondary,centerLat_secondary,centerLon_secondary,mean(|coh|),min(|coh|),max(|coh|),median(|coh|),frame,phaseCorrectionMode,date_primary,date_secondary
BIO_S1_STA__1S_20250611T231802_20250611T231822_C_G___M___C___T____F152_01_DGMY4D,BIO_S1_STA__1S_20250605T231802_20250605T231822_C_G___M___C___T____F152_01_DGMY4M,640,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5245733,Geometry,12.585803612062392,51.677714295663904,199.4066964455886,552,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,4524837,3.47336,-76.435033,0.7722506288893773,0.00030148632782526515,0.9999999999999999,0.813691184519488,152,None,20250611T231802,20250605T231802
BIO_S1_STA__1S_20250611T231802_20250611T231822_C_G___M___C___T____F152_01_DGMY4D,BIO_S1_STA__1S_20250608T231803_20250608T231823_C_G___M___C___T____F152_01_DGMY3L,640,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5245733,Geometry,-141.03698558437398,85.7243764142916,-247.48397054620725,596,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,4885285,3.47336,-76.435033,0.7568923351578919,0.0002497468617672509,0.9999999999999999,0.8086885021970167,152,None,20250611T231802,20250608T231803
BIO_S1_STA__1S_20250611T231802_20250611T231822_C_G___M___C___T____F152_01_DGMY4D,BIO_S1_STA__1S_20250614T231802_20250614T231822_C_G___M___C___T____F152_01_DGMY44,640,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5245733,Geometry,136.64904952071396,-97.19270710470127,-410.12543840093576,684,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5606181,3.47336,-76.435033,0.7291012642699779,0.00028646446147256047,0.9999999999999999,0.7778504413442161,152,None,20250611T231802,20250614T231802
BIO_S1_STA__1S_20250611T231802_20250611T231822_C_G___M___C___T____F152_01_DGMY4D,BIO_S1_STA__1S_20250617T231801_20250617T231821_C_G___M___C___T____F152_01_DGMY4X,640,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5245733,Geometry,514.12892092398,-104.23471474059956,-17.74381268882134,728,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5966629,3.47336,-76.435033,0.6243053717964272,0.00016618048021130712,0.9999999999999999,0.6685318029849252,152,None,20250611T231802,20250617T231801
BIO_S1_STA__1S_20250611T231802_20250611T231822_C_G___M___C___T____F152_01_DGMY4D,BIO_S1_STA__1S_20250620T231803_20250620T231824_C_G___M___C___T____F152_01_DGLI0Z,640,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,5245733,Geometry,-493.8608783632055,266.5048673917338,315.0427275163296,772,DESCENDING,2025-06-11T22:30:17.636Z,2864966,2885263,6327077,3.47336,-76.435033,0.5480030315603466,0.00018883536280755314,0.9999999999999999,0.5675449681367049,152,None,20250611T231802,20250620T231803
BIO_S1_STA__1S_20250606T032424_20250606T032433_C_G___M___C___T____F309_01_DGWRI7,BIO_S1_STA__1S_20250609T032425_20250609T032434_C_G___M___C___T____F309_01_DGWRID,554,ASCENDING,2025-06-06T01:46:39.705Z,5865169,5874091,4544221,Geometry,100.86309542915683,-61.721961453830325,135.1350040844043,598,ASCENDING,2025-06-06T01:46:39.705Z,5865169,5874091,4904669,-1.854672,36.518489,0.9362187904571027,0.0008230852994886291,0.9999999999999999,0.9565238897065693,309,None,20250606T032424,20250609T032425
BIO_S1_STA__1S_20250606T033032_20250606T033053_C_G___M___C___T____F019_01_DGWRNJ,BIO_S1_STA__1S_20250609T033033_20250609T033053_C_G___M___C___T____F019_01_DGWRO2,555,ASCENDING,2025-06-06T03:24:50.695Z,342117,362879,4546803,Geometry,55.646716196982986,-47.20693668084299,-167.2759097857294,599,ASCENDING,2025-06-06T03:24:50.695Z,342117,362879,4907251,20.867726,31.421174,0.6931765460203314,0.0003326373791619249,0.9999999999999999,0.740967793822188,19,None,20250606T033032,20250609T033033
BIO_S1_STA__1S_20250606T033051_20250606T033112_C_G___M___C___T____F020_01_DGX3BW,BIO_S1_STA__1S_20250618T033050_20250618T033111_C_G___M___C___T____F020_01_DGX3C7,555,ASCENDING,2025-06-06T03:24:50.695Z,360671,381433,4546803,Geometry,-374.1155871024177,198.37221073124013,166.15882645805624,731,ASCENDING,2025-06-06T03:24:50.695Z,360671,381433,5988595,21.992358,31.139392,0.5268238281827631,8.747444677398132e-05,0.9999999999999999,0.5238241084182268,20,None,20250606T033051,20250618T033050
BIO_S1_STA__1S_20250606T033051_20250606T033112_C_G___M___C___T____F020_01_DGX3BW,BIO_S1_STA__1S_20250621T033052_20250621T033113_C_G___M___C___T____F020_01_DGX3BN,555,ASCENDING,2025-06-06T03:24:50.695Z,360671,381433,4546803,Geometry,493.27925968323103,-182.7878507255781,-0.23901711589954475,775,ASCENDING,2025-06-06T03:24:50.695Z,360671,381433,6349043,21.992358,31.139392,0.47822313223407054,8.673799901580269e-05,0.9999999999999999,0.4581777306368607,20,None,20250606T033051,20250621T033052
BIO_S1_STA__1S_20250606T033207_20250606T033228_C_G___M___C___T____F024_01_DGX9GX,BIO_S1_STA__1S_20250621T033208_20250621T033229_C_G___M___C___T____F024_01_DGX9GD,555,ASCENDING,2025-06-06T03:24:50.695Z,436636,457393,4546803,Geometry,476.36381307258927,-166.25536422582428,-306.8031679800307,775,ASCENDING,2025-06-06T03:24:50.695Z,436636,457393,6349043,26.590457,29.93535,0.4603941556308807,9.568621865027141e-05,0.9999999999999999,0.4563261907140961,24,None,20250606T033207,20250621T033208
BIO_S1_STA__1S_20250606T033226_20250606T033239_C_G___M___C___T____F025_01_DGXA7K,BIO_S1_STA__1S_20250618T033225_20250618T033238_C_G___M___C___T____F025_01_DGXA83,555,ASCENDING,2025-06-06T03:24:50.695Z,455829,469109,4546803,Geometry,-350.51363385293143,192.4218377817045,168.9416674569148,731,ASCENDING,2025-06-06T03:24:50.695Z,455829,469109,5988595,27.524992,29.681414,0.5657641969821153,0.00011445124005586641,0.9999999999999999,0.5815085882123917,25,None,20250606T033226,20250618T033225
BIO_S1_STA__1S_20250606T045355_20250606T045410_C_G___M___C___T____F282_01_DGX7ZG,BIO_S1_STA__1S_20250609T045355_20250609T045411_C_G___M___C___T____F282_01_DGX7ZZ,555,ASCENDING,2025-06-06T03:24:50.695Z,5344472,5360216,4551893,Geometry,126.21119451522341,-74.18103194499321,-1870.113478517203,599,ASCENDING,2025-06-06T03:24:50.695Z,5344472,5360216,4912341,-33.230926,18.80447,0.6457643924525948,0.0003920358948673055,0.9999999999999999,0.6766804561682385,282,None,20250606T045355,20250609T045355
BIO_S1_STA__1S_20250606T045355_20250606T045410_C_G___M___C___T____F282_01_DGX7ZG,BIO_S1_STA__1S_20250612T045355_20250612T045410_C_G___M___C___T____F282_01_DGX7ZT,555,ASCENDING,2025-06-06T03:24:50.695Z,5344472,5360216,4551893,Geometry,48.486587003419835,10.339580053331938,-1452.486056810972,643,ASCENDING,2025-06-06T03:24:50.695Z,5344472,5360216,5272789,-33.230926,18.80447,0.7051155153393436,0.00020172738765118114,0.9999999999999999,0.7453666393190895,282,None,20250606T045355,20250612T045355
BIO_S1_STA__1S_20250612T050145_20250612T050206_C_G___M___C___T____F307_01_DGWW4O,BIO_S1_STA__1S_20250606T050145_20250606T050206_C_G___M___C___T____F307_01_DGWW55,643,ASCENDING,2025-06-12T03:24:50.606Z,5815011,5835792,5273224,Geometry,8.529100399151826,-53.450194037716905,-10.20445461246602,555,ASCENDING,2025-06-12T03:24:50.606Z,5815011,5835792,4552328,-4.535194,12.558121,0.7409322505512117,0.0001475712892247125,0.9999999999999999,0.7551197739877866,307,None,20250612T050145,20250606T050145
BIO_S1_STA__1S_20250612T050223_20250612T050244_C_G___M___C___T____F309_01_DGX965,BIO_S1_STA__1S_20250606T050223_20250606T050244_C_G___M___C___T____F309_01_DGX95B,643,ASCENDING,2025-06-12T03:24:50.606Z,5853094,5873873,5273224,Geometry,13.197730618607485,-62.730507689827704,59.89104622868982,555,ASCENDING,2025-06-12T03:24:50.606Z,5853094,5873873,4552328,-2.220061,12.066026,0.8658237964839751,0.0013036997656480417,0.9999999999999999,0.8899905184400128,309,None,20250612T050223,20250606T050223
BIO_S1_STA__1S_20250612T050223_20250612T050244_C_G___M___C___T____F309_01_DGX965,BIO_S1_STA__1S_20250609T050224_20250609T050244_C_G___M___C___T____F309_01_DGX94R,643,ASCENDING,2025-06-12T03:24:50.606Z,5853094,5873873,5273224,Geometry,104.05478528014689,-112.37361005237356,16.811856562335418,599,ASCENDING,2025-06-12T03:24:50.606Z,5853094,5873873,4912776,-2.220061,12.066026,0.8580039929185,0.002389800653587188,0.9999999999999999,0.8836855666154129,309,None,20250612T050223,20250609T050224
BIO_S1_STA__1S_20250612T050223_20250612T050244_C_G___M___C___T____F309_01_DGX965,BIO_S1_STA__1S_20250618T050222_20250618T050243_C_G___M___C___T____F309_01_DGX95L,643,ASCENDING,2025-06-12T03:24:50.606Z,5853094,5873873,5273224,Geometry,-401.17712183353126,139.83642726873194,88.104820468718,731,ASCENDING,2025-06-12T03:24:50.606Z,5853094,5873873,5994120,-2.220061,12.066026,0.7555036811174152,0.0009780413209070143,0.9999999999999999,0.7781315834915954,309,None,20250612T050223,20250618T050222
BIO_S1_STA__1S_20250606T094901_20250606T094921_C_G___M___C___T____F284_01_DGN2EP,BIO_S1_STA__1S_20250609T094901_20250609T094922_C_G___M___C___T____F284_01_DGN2FH,558,ASCENDING,2025-06-06T08:19:23.315Z,5377735,5398539,4576449,Geometry,95.79493193964969,-58.324677740334266,6.790057132394103,602,ASCENDING,2025-06-06T08:19:23.315Z,5377735,5398539,4936897,-31.068563,-55.372014,0.9149963037382962,7.027507245930365e-05,0.9999999999999999,0.9342289398998191,284,None,20250606T094901,20250609T094901
BIO_S1_STA__1S_20250606T094901_20250606T094921_C_G___M___C___T____F284_01_DGN2EP,BIO_S1_STA__1S_20250618T094900_20250618T094921_C_G___M___C___T____F284_01_DGN2FR,558,ASCENDING,2025-06-06T08:19:23.315Z,5377735,5398539,4576449,Geometry,-337.78666485566,141.72792654548536,32.32331815188959,734,ASCENDING,2025-06-06T08:19:23.315Z,5377735,5398539,6018241,-31.068563,-55.372014,0.5926438887727485,0.00015942146668213925,0.9999999999999999,0.6096390048983176,284,None,20250606T094901,20250618T094900
BIO_S1_STA__1S_20250606T094901_20250606T094921_C_G___M___C___T____F284_01_DGN2EP,BIO_S1_STA__1S_20250621T094902_20250621T094923_C_G___M___C___T____F284_01_DGN2EY,558,ASCENDING,2025-06-06T08:19:23.315Z,5377735,5398539,4576449,Geometry,492.3673613148677,-205.0051083558468,-94.74961868224372,778,ASCENDING,2025-06-06T08:19:23.315Z,5377735,5398539,6378689,-31.068563,-55.372014,0.7441223902593798,0.00026990932319700153,0.9999999999999999,0.777425015191688,284,None,20250606T094901,20250621T094902
BIO_S1_STA__1S_20250606T094919_20250606T094940_C_G___M___C___T____F285_01_DGN2KF,BIO_S1_STA__1S_20250609T094920_20250609T094940_C_G___M___C___T____F285_01_DGN2LM,558,ASCENDING,2025-06-06T08:19:23.315Z,5396662,5417465,4576449,Geometry,94.74757111330216,-57.70792807688328,-13.397770587983006,602,ASCENDING,2025-06-06T08:19:23.315Z,5396662,5417465,4936897,-29.923658,-55.635713,0.9086951050642756,0.00041214248598142193,0.9999999999999999,0.9400319827734546,285,None,20250606T094919,20250609T094920
BIO_S1_STA__1S_20250606T094919_20250606T094940_C_G___M___C___T____F285_01_DGN2KF,BIO_S1_STA__1S_20250621T094921_20250621T094942_C_G___M___C___T____F285_01_DGN2L1,558,ASCENDING,2025-06-06T08:19:23.315Z,5396662,5417465,4576449,Geometry,498.0746156351816,-206.86210473615606,-5.006517217498595,778,ASCENDING,2025-06-06T08:19:23.315Z,5396662,5417465,6378689,-29.923658,-55.635713,0.5651275532601735,8.895928051506673e-05,0.9999999999999999,0.6008316032027301,285,None,20250606T094919,20250621T094921
BIO_S1_STA__1S_20250606T094939_20250606T095000_C_G___M___C___T____F286_01_DGN1M9,BIO_S1_STA__1S_20250612T094939_20250612T094959_C_G___M___C___T____F286_01_DGN1N0,558,ASCENDING,2025-06-06T08:19:23.315Z,5415924,5436725,4576449,Geometry,27.864929577218533,20.42667757910046,98.25446723364779,646,ASCENDING,2025-06-06T08:19:23.315Z,5415924,5436725,5297345,-28.75845,-55.903224,0.8541460957755295,0.00011079748768980726,0.9999999999999999,0.9156220818023538,286,None,20250606T094939,20250612T094939
BIO_S1_STA__1S_20250606T094939_20250606T095000_C_G___M___C___T____F286_01_DGN1M9,BIO_S1_STA__1S_20250615T094938_20250615T094959_C_G___M___C___T____F286_01_DGN1MR,558,ASCENDING,2025-06-06T08:19:23.315Z,5415924,5436725,4576449,Geometry,-249.44387528434078,114.95409940198608,154.8687618126794,690,ASCENDING,2025-06-06T08:19:23.315Z,5415924,5436725,5657793,-28.75845,-55.903224,0.739871095628595,3.9459256961517144e-05,0.9999999999999999,0.8042235247927709,286,None,20250606T094939,20250615T094938
BIO_S1_STA__1S_20250606T094939_20250606T095000_C_G___M___C___T____F286_01_DGN1M9,BIO_S1_STA__1S_20250621T094940_20250621T095001_C_G___M___C___T____F286_01_DGN1LZ,558,ASCENDING,2025-06-06T08:19:23.315Z,5415924,5436725,4576449,Geometry,503.6267984136321,-210.66200991521436,88.34352030130856,778,ASCENDING,2025-06-06T08:19:23.315Z,5415924,5436725,6378689,-28.75845,-55.903224,0.6458118581907424,6.360306895231292e-05,0.9999999999999999,0.7182250683833387,286,None,20250606T094939,20250621T094940
BIO_S1_STA__1S_20250606T095017_20250606T095037_C_G___M___C___T____F288_01_DGN1I7,BIO_S1_STA__1S_20250609T095017_20250609T095038_C_G___M___C___T____F288_01_DGN1HL,558,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,4576449,Geometry,91.32754459570309,-55.99053368842706,-27.35881071929549,602,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,4936897,-26.463965,-56.421076,0.892917221302249,0.0003271775065157448,0.9999999999999999,0.9253974359908876,288,None,20250606T095017,20250609T095017
BIO_S1_STA__1S_20250606T095017_20250606T095037_C_G___M___C___T____F288_01_DGN1I7,BIO_S1_STA__1S_20250612T095017_20250612T095037_C_G___M___C___T____F288_01_DGN1J3,558,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,4576449,Geometry,23.57169104945457,25.40893785647151,-54.74625158489257,646,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,5297345,-26.463965,-56.421076,0.8747426505685238,0.0007247828573992938,0.9999999999999999,0.9078727575968875,288,None,20250606T095017,20250612T095017
BIO_S1_STA__1S_20250606T095017_20250606T095037_C_G___M___C___T____F288_01_DGN1I7,BIO_S1_STA__1S_20250618T095016_20250618T095037_C_G___M___C___T____F288_01_DGN1IS,558,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,4576449,Geometry,-346.78225805528155,150.16798506942885,-174.16184095600326,734,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,6018241,-26.463965,-56.421076,0.7947948797544637,0.00016893269084304984,0.9999999999999999,0.8329561488860038,288,None,20250606T095017,20250618T095016
BIO_S1_STA__1S_20250606T095017_20250606T095037_C_G___M___C___T____F288_01_DGN1I7,BIO_S1_STA__1S_20250621T095018_20250621T095039_C_G___M___C___T____F288_01_DGN1HX,558,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,4576449,Geometry,514.0218222419131,-211.2728272035888,-283.10741052278365,778,ASCENDING,2025-06-06T08:19:23.315Z,5453828,5474628,6378689,-26.463965,-56.421076,0.6117405544500909,0.0002753482208012936,0.9999999999999999,0.6576468470975403,288,None,20250606T095017,20250621T095018
BIO_S1_STA__1S_20250606T095036_20250606T095056_C_G___M___C___T____F289_01_DGMZLK,BIO_S1_STA__1S_20250612T095035_20250612T095056_C_G___M___C___T____F289_01_DGMZMG,558,ASCENDING,2025-06-06T08:19:23.315Z,5472724,5493523,4576449,Geometry,21.41978662020286,27.68084793417618,-93.86428345631205,646,ASCENDING,2025-06-06T08:19:23.315Z,5472724,5493523,5297345,-25.319427,-56.675293,0.8531359395915783,0.0006579932887960004,0.9999999999999999,0.8877640390538319,289,None,20250606T095036,20250612T095035
BIO_S1_STA__1S_20250612T095055_20250612T095115_C_G___M___C___T____F290_01_DGN31A,BIO_S1_STA__1S_20250606T095055_20250606T095115_C_G___M___C___T____F290_01_DGN310,646,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,5297345,Geometry,-19.239869721918417,-30.033418613863006,61.987620922283355,558,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,4576449,-24.161199,-56.927053,0.8514672338244845,0.0002808016424283001,0.9999999999999999,0.8945586867802431,290,None,20250612T095055,20250606T095055
BIO_S1_STA__1S_20250612T095055_20250612T095115_C_G___M___C___T____F290_01_DGN31A,BIO_S1_STA__1S_20250609T095055_20250609T095116_C_G___M___C___T____F290_01_DGN30O,646,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,5297345,Geometry,69.62116700383652,-84.8177895294634,-13.202193531433238,602,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,4936897,-24.161199,-56.927053,0.8761808882412367,0.0003690467611503772,0.9999999999999999,0.9173218016336229,290,None,20250612T095055,20250609T095055
BIO_S1_STA__1S_20250612T095055_20250612T095115_C_G___M___C___T____F290_01_DGN31A,BIO_S1_STA__1S_20250615T095054_20250615T095115_C_G___M___C___T____F290_01_DGN30E,646,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,5297345,Geometry,-280.10270651089553,95.09797068861418,33.334435442564555,690,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,5657793,-24.161199,-56.927053,0.7705326940621013,0.0001645718882521201,0.9999999999999999,0.8088675486399507,290,None,20250612T095055,20250615T095054
BIO_S1_STA__1S_20250612T095055_20250612T095115_C_G___M___C___T____F290_01_DGN31A,BIO_S1_STA__1S_20250618T095054_20250618T095115_C_G___M___C___T____F290_01_DGN2ZT,646,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,5297345,Geometry,-369.6480703631918,122.8922410982465,108.88656934958443,734,ASCENDING,2025-06-12T08:19:23.196Z,5491810,5512608,6018241,-24.161199,-56.927053,0.7935574202242185,0.0004484344374372356,0.9999999999999999,0.8358398989981727,290,None,20250612T095055,20250618T095054
BIO_S1_STA__1S_20250612T095151_20250612T095212_C_G___M___C___T____F293_01_DGN194,BIO_S1_STA__1S_20250606T095152_20250606T095212_C_G___M___C___T____F293_01_DGN189,646,ASCENDING,2025-06-12T08:19:23.196Z,5548754,5569549,5297345,Geometry,-12.718516576851382,-36.97423809696739,83.24509384150161,558,ASCENDING,2025-06-12T08:19:23.196Z,5548754,5569549,4576449,-20.708649,-57.676626,0.870964715078286,0.0007927775502922931,0.9999999999999999,0.9103845863393404,293,None,20250612T095151,20250606T095152
BIO_S1_STA__1S_20250612T095151_20250612T095212_C_G___M___C___T____F293_01_DGN194,BIO_S1_STA__1S_20250615T095151_20250615T095212_C_G___M___C___T____F293_01_DGN18U,646,ASCENDING,2025-06-12T08:19:23.196Z,5548754,5569549,5297345,Geometry,-281.0091276659655,94.08205102112423,-1.172706636326966,690,ASCENDING,2025-06-12T08:19:23.196Z,5548754,5569549,5657793,-20.708649,-57.676626,0.8383633671628842,0.0003655219317210302,0.9999999999999999,0.8612116449294858,293,None,20250612T095151,20250615T095151
BIO_S1_STA__1S_20250612T095151_20250612T095212_C_G___M___C___T____F293_01_DGN194,BIO_S1_STA__1S_20250618T095151_20250618T095212_C_G___M___C___T____F293_01_DGN19H,646,ASCENDING,2025-06-12T08:19:23.196Z,5548754,5569549,5297345,Geometry,-367.37338356379496,122.59857208530428,56.70867749901195,734,ASCENDING,2025-06-12T08:19:23.196Z,5548754,5569549,6018241,-20.708649,-57.676626,0.8118279241256834,0.0005355432089909014,0.9999999999999999,0.8451476596349182,293,None,20250612T095151,20250618T095151
BIO_S1_STA__1S_20250606T095211_20250606T095232_C_G___M___C___T____F294_01_DGN3YY,BIO_S1_STA__1S_20250609T095211_20250609T095232_C_G___M___C___T____F294_01_DGN3YG,558,ASCENDING,2025-06-06T08:19:23.315Z,5568003,5588797,4576449,Geometry,83.42212480126773,-52.47334952805485,217.0098059652011,602,ASCENDING,2025-06-06T08:19:23.315Z,5568003,5588797,4936897,-19.541775,-57.926409,0.7151594239762591,0.00016601351106720254,0.9999999999999999,0.7706873794723057,294,None,20250606T095211,20250609T095211
BIO_S1_STA__1S_20250606T095211_20250606T095232_C_G___M___C___T____F294_01_DGN3YY,BIO_S1_STA__1S_20250621T095212_20250621T095233_C_G___M___C___T____F294_01_DGN3ZF,558,ASCENDING,2025-06-06T08:19:23.315Z,5568003,5588797,4576449,Geometry,540.2188887269991,-219.79625460355297,-39.760375737609685,778,ASCENDING,2025-06-06T08:19:23.315Z,5568003,5588797,6378689,-19.541775,-57.926409,0.773193035944041,0.00022791448316703943,0.9999999999999999,0.8047063850682104,294,None,20250606T095211,20250621T095212
BIO_S1_STA__1S_20250612T095308_20250612T095328_C_G___M___C___T____F297_01_DGMXZ9,BIO_S1_STA__1S_20250606T095308_20250606T095329_C_G___M___C___T____F297_01_DGMY05,646,ASCENDING,2025-06-12T08:19:23.196Z,5624955,5645746,5297345,Geometry,-3.9656958565109717,-45.40382556493735,-115.07800911010924,558,ASCENDING,2025-06-12T08:19:23.196Z,5624955,5645746,4576449,-16.083979,-58.662114,0.9061900005895717,0.0009568610293690485,0.9999999999999999,0.9281764204854928,297,None,20250612T095308,20250606T095308
BIO_S1_STA__1S_20250612T095308_20250612T095328_C_G___M___C___T____F297_01_DGMXZ9,BIO_S1_STA__1S_20250618T095307_20250618T095328_C_G___M___C___T____F297_01_DGMXZU,646,ASCENDING,2025-06-12T08:19:23.196Z,5624955,5645746,5297345,Geometry,-362.15356219012426,122.28819554840881,6.5791727931760775,734,ASCENDING,2025-06-12T08:19:23.196Z,5624955,5645746,6018241,-16.083979,-58.662114,0.8374352870522143,0.000309166741234864,0.9999999999999999,0.8594593895152731,297,None,20250612T095308,20250618T095307
BIO_S1_STA__1S_20250612T095308_20250612T095328_C_G___M___C___T____F297_01_DGMXZ9,BIO_S1_STA__1S_20250621T095309_20250621T095330_C_G___M___C___T____F297_01_DGMXYM,646,ASCENDING,2025-06-12T08:19:23.196Z,5624955,5645746,5297345,Geometry,546.4297354608294,-266.6959509702312,-77.63968522410299,778,ASCENDING,2025-06-12T08:19:23.196Z,5624955,5645746,6378689,-16.083979,-58.662114,0.7853916646277289,0.000845114414419603,0.9999999999999999,0.8094069385471957,297,None,20250612T095308,20250621T095309
BIO_S1_STA__1S_20250606T095346_20250606T095407_C_G___M___C___T____F299_01_DGR2WW,BIO_S1_STA__1S_20250609T095346_20250609T095407_C_G___M___C___T____F299_01_DGR2WM,558,ASCENDING,2025-06-06T08:19:23.315Z,5663088,5683877,4576449,Geometry,75.85126074047807,-44.85959878174492,-33.57300668066302,602,ASCENDING,2025-06-06T08:19:23.315Z,5663088,5683877,4936897,-13.770178,-59.155549,0.7798310470906791,0.0003300027784102957,0.9999999999999999,0.8452423211739728,299,None,20250606T095346,20250609T095346
BIO_S1_STA__1S_20250606T095346_20250606T095407_C_G___M___C___T____F299_01_DGR2WW,BIO_S1_STA__1S_20250612T095346_20250612T095407_C_G___M___C___T____F299_01_DGR2XE,558,ASCENDING,2025-06-06T08:19:23.315Z,5663088,5683877,4576449,Geometry,-0.4158633724184986,48.288188784004845,38.34749195847971,646,ASCENDING,2025-06-06T08:19:23.315Z,5663088,5683877,5297345,-13.770178,-59.155549,0.7731893094846742,0.00013937708178789136,0.9999999999999999,0.828867453616802,299,None,20250606T095346,20250612T095346
BIO_S1_STA__1S_20250606T095346_20250606T095407_C_G___M___C___T____F299_01_DGR2WW,BIO_S1_STA__1S_20250615T095345_20250615T095406_C_G___M___C___T____F299_01_DGR2X5,558,ASCENDING,2025-06-06T08:19:23.315Z,5663088,5683877,4576449,Geometry,-280.26992370947136,141.432046635286,85.40108860175947,690,ASCENDING,2025-06-06T08:19:23.315Z,5663088,5683877,5657793,-13.770178,-59.155549,0.7218282422322267,0.0002744563396063877,0.9999999999999999,0.7778793497166756,299,None,20250606T095346,20250615T095345
BIO_S1_STA__1S_20250606T095443_20250606T095504_C_G___M___C___T____F302_01_DGR1AI,BIO_S1_STA__1S_20250612T095443_20250612T095503_C_G___M___C___T____F302_01_DGR1BA,558,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,4576449,Geometry,-6.942131408520535,52.21127090382097,-7.408227422725471,646,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,5297345,-10.313032,-59.871151,0.9233433618473325,0.005826538011422171,0.9999999999999999,0.9313662484968802,302,None,20250606T095443,20250612T095443
BIO_S1_STA__1S_20250606T095443_20250606T095504_C_G___M___C___T____F302_01_DGR1AI,BIO_S1_STA__1S_20250615T095442_20250615T095503_C_G___M___C___T____F302_01_DGR1AS,558,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,4576449,Geometry,-284.7394569250813,146.09725650538954,59.951042336404925,690,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,5657793,-10.313032,-59.871151,0.8520187727362485,0.0018544461691949274,0.9999999999999999,0.8630783650712197,302,None,20250606T095443,20250615T095442
BIO_S1_STA__1S_20250606T095443_20250606T095504_C_G___M___C___T____F302_01_DGR1AI,BIO_S1_STA__1S_20250618T095442_20250618T095503_C_G___M___C___T____F302_01_DGR1B1,558,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,4576449,Geometry,-359.0825642329922,175.1628533039745,61.421701391389966,734,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,6018241,-10.313032,-59.871151,0.8016458400866359,0.0011137862079969097,0.9999999999999999,0.8138186560827037,302,None,20250606T095443,20250618T095442
BIO_S1_STA__1S_20250606T095443_20250606T095504_C_G___M___C___T____F302_01_DGR1AI,BIO_S1_STA__1S_20250621T095444_20250621T095505_C_G___M___C___T____F302_01_DGR1BJ,558,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,4576449,Geometry,562.9084098082684,-222.09158666530888,-112.14792295979245,778,ASCENDING,2025-06-06T08:19:23.315Z,5719954,5740741,6378689,-10.313032,-59.871151,0.7255105857172636,0.00011706276706304733,0.9999999999999999,0.7399258672853732,302,None,20250606T095443,20250621T095444
BIO_S1_STA__1S_20250612T095656_20250612T095716_C_G___M___C___T____F309_01_DGQN7V,BIO_S1_STA__1S_20250606T095656_20250606T095717_C_G___M___C___T____F309_01_DGQN85,646,ASCENDING,2025-06-12T08:19:23.196Z,5852983,5873762,5297345,Geometry,22.095266998191075,-57.02207588862093,3.4649711459807366,558,ASCENDING,2025-06-12T08:19:23.196Z,5852983,5873762,4576449,-2.221708,-61.557484,0.8241681330562278,0.00022550523020691584,0.9999999999999999,0.8910844046348861,309,None,20250612T095656,20250606T095656
