primary_sta,secondary_sta,orbitNumber_primary,orbitDirection_primary,ascendingNodeDate_primary,startTimeFromAscendingNode_primary,completionTimeFromAscendingNode_primary,dataTakeID_primary,primaryImageSelectionInformation_secondary,normalBaseline_secondary,averageRangeCoregistrationShift_secondary,averageAzimuthCoregistrationShift_secondary,orbitNumber_secondary,orbitDirection_secondary,ascendingNodeDate_secondary,startTimeFromAscendingNode_secondary,completionTimeFromAscendingNode_secondary,dataTakeID_secondary,centerLat_secondary,centerLon_secondary,mean(|coh|),min(|coh|),max(|coh|),median(|coh|),frame,phaseCorrectionMode,date_primary,date_secondary
BIO_S1_STA__1S_20250612T221448_20250612T221509_C_G___M___C___T____F159_01_DGR4QL,BIO_S1_STA__1S_20250621T221450_20250621T221511_C_G___M___C___T____F159_01_DGR4QA,654,DESCENDING,2025-06-12T21:24:50.428Z,2998077,3018858,5360324,Geometry,-698.6083049870437,359.3978995455874,-32.342292382001844,786,DESCENDING,2025-06-12T21:24:50.428Z,2998077,3018858,6441668,-4.635146,-61.829579,0.5154700335269741,0.0001018346414048703,0.9999999999999999,0.5398359472223158,159,None,20250612T221448,20250621T221450
BIO_S1_STA__1S_20250609T221545_20250609T221606_C_G___M___C___T____F162_01_DGR6L8,BIO_S1_STA__1S_20250606T221545_20250606T221606_C_G___M___C___T____F162_01_DGR6LH,610,DESCENDING,2025-06-09T21:24:50.604Z,3055115,3075898,4999876,Geometry,-20.422559606763855,43.1699174413537,39.17893940960473,566,DESCENDING,2025-06-09T21:24:50.604Z,3055115,3075898,4639428,-8.10522,-62.546823,0.8354242353200892,0.0003386099108629547,0.9999999999999999,0.8771245564309182,162,None,20250609T221545,20250606T221545
BIO_S1_STA__1S_20250609T221545_20250609T221606_C_G___M___C___T____F162_01_DGR6L8,BIO_S1_STA__1S_20250615T221544_20250615T221605_C_G___M___C___T____F162_01_DGR6MH,610,DESCENDING,2025-06-09T21:24:50.604Z,3055115,3075898,4999876,Geometry,401.12507499295526,-238.00425337797424,97.07305005502862,698,DESCENDING,2025-06-09T21:24:50.604Z,3055115,3075898,5720772,-8.10522,-62.546823,0.7560577085049168,0.0007883173088866147,0.9999999999999999,0.7731604251920798,162,None,20250609T221545,20250615T221544
BIO_S1_STA__1S_20250609T221545_20250609T221606_C_G___M___C___T____F162_01_DGR6L8,BIO_S1_STA__1S_20250621T221547_20250621T221608_C_G___M___C___T____F162_01_DGR6M8,610,DESCENDING,2025-06-09T21:24:50.604Z,3055115,3075898,4999876,Geometry,-667.9954071707491,294.3579941965409,-204.41403504000576,786,DESCENDING,2025-06-09T21:24:50.604Z,3055115,3075898,6441668,-8.10522,-62.546823,0.7209774803498624,9.081705090697905e-05,0.9999999999999999,0.7335905058315908,162,None,20250609T221545,20250621T221547
BIO_S1_STA__1S_20250609T221642_20250609T221703_C_G___M___C___T____F165_01_DGQR15,BIO_S1_STA__1S_20250606T221642_20250606T221703_C_G___M___C___T____F165_01_DGQR0V,610,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,4999876,Geometry,-25.692125063404596,53.58935263807908,78.35199552159365,566,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,4639428,-11.57512,-63.255881,0.8008773874427069,0.0003876218324330845,0.9999999999999999,0.8391575427234519,165,None,20250609T221642,20250606T221642
BIO_S1_STA__1S_20250609T221642_20250609T221703_C_G___M___C___T____F165_01_DGQR15,BIO_S1_STA__1S_20250612T221642_20250612T221703_C_G___M___C___T____F165_01_DGQR1Z,610,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,4999876,Geometry,32.05855772870709,-41.64207426665418,46.23046345897148,654,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,5360324,-11.57512,-63.255881,0.942277752691623,0.0012010381417305789,0.9999999999999999,0.9575975984617986,165,None,20250609T221642,20250612T221642
BIO_S1_STA__1S_20250609T221642_20250609T221703_C_G___M___C___T____F165_01_DGQR15,BIO_S1_STA__1S_20250615T221641_20250615T221702_C_G___M___C___T____F165_01_DGQR1G,610,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,4999876,Geometry,391.569972344856,-232.88417673360235,86.99431502312513,698,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,5720772,-11.57512,-63.255881,0.8258009142048467,0.0014152200420376733,0.9999999999999999,0.8451113976444615,165,None,20250609T221642,20250615T221641
BIO_S1_STA__1S_20250609T221642_20250609T221703_C_G___M___C___T____F165_01_DGQR15,BIO_S1_STA__1S_20250621T221644_20250621T221705_C_G___M___C___T____F165_01_DGQR1Q,610,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,4999876,Geometry,-666.8850577733735,298.8820965257506,-124.21231551726439,786,DESCENDING,2025-06-09T21:24:50.604Z,3112136,3132922,6441668,-11.57512,-63.255881,0.7112850981178584,0.0009535902741930031,0.9999999999999999,0.7299093419235501,165,None,20250609T221642,20250621T221644
BIO_S1_STA__1S_20250612T221701_20250612T221722_C_G___M___C___T____F166_01_DGR990,BIO_S1_STA__1S_20250606T221701_20250606T221722_C_G___M___C___T____F166_01_DGR98R,654,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,5360324,Geometry,-59.40444599406275,95.09515445941493,58.53202765034551,566,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,4639428,-12.725842,-63.494886,0.5372487636869027,0.00020351323655030636,0.9999999999999999,0.5671128100602618,166,None,20250612T221701,20250606T221701
BIO_S1_STA__1S_20250612T221701_20250612T221722_C_G___M___C___T____F166_01_DGR990,BIO_S1_STA__1S_20250609T221701_20250609T221722_C_G___M___C___T____F166_01_DGR98I,654,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,5360324,Geometry,-31.994047414914263,36.39672738657829,-134.82625512416365,610,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,4999876,-12.725842,-63.494886,0.6957756643876376,0.00011326781386068162,0.9999999999999999,0.7442560920966641,166,None,20250612T221701,20250609T221701
BIO_S1_STA__1S_20250612T221701_20250612T221722_C_G___M___C___T____F166_01_DGR990,BIO_S1_STA__1S_20250615T221700_20250615T221721_C_G___M___C___T____F166_01_DGR99I,654,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,5360324,Geometry,356.1199897774871,-192.22437897015135,-63.71239896612005,698,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,5720772,-12.725842,-63.494886,0.6441862906633017,0.00019655362934560834,0.9999999999999999,0.6867116401806272,166,None,20250612T221701,20250615T221700
BIO_S1_STA__1S_20250612T221701_20250612T221722_C_G___M___C___T____F166_01_DGR990,BIO_S1_STA__1S_20250618T221701_20250618T221722_C_G___M___C___T____F166_01_DGR99R,654,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,5360324,Geometry,141.10623672634637,42.531914833617556,-92.58180754343996,742,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,6081220,-12.725842,-63.494886,0.602597897523331,9.578931929846123e-05,0.9999999999999999,0.6522981806716854,166,None,20250612T221701,20250618T221701
BIO_S1_STA__1S_20250612T221701_20250612T221722_C_G___M___C___T____F166_01_DGR990,BIO_S1_STA__1S_20250621T221703_20250621T221724_C_G___M___C___T____F166_01_DGR999,654,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,5360324,Geometry,-697.9956098127573,336.0216006772771,-329.3173488919223,786,DESCENDING,2025-06-12T21:24:50.428Z,3131051,3151837,6441668,-12.725842,-63.494886,0.5070650450700144,0.00013971674700725487,0.9999999999999999,0.5356157331308796,166,None,20250612T221701,20250621T221703
BIO_S1_STA__1S_20250612T221720_20250612T221741_C_G___M___C___T____F167_01_DGQQPJ,BIO_S1_STA__1S_20250606T221720_20250606T221741_C_G___M___C___T____F167_01_DGQQP1,654,DESCENDING,2025-06-12T21:24:50.428Z,3150084,3170872,5360324,Geometry,-61.02858804837589,96.67090894981848,136.31291543470275,566,DESCENDING,2025-06-12T21:24:50.428Z,3150084,3170872,4639428,-13.883288,-63.733363,0.5398429432946817,0.00012720470251036692,0.9999999999999999,0.572233946190223,167,None,20250612T221720,20250606T221720
BIO_S1_STA__1S_20250612T221720_20250612T221741_C_G___M___C___T____F167_01_DGQQPJ,BIO_S1_STA__1S_20250615T221719_20250615T221740_C_G___M___C___T____F167_01_DGQQOS,654,DESCENDING,2025-06-12T21:24:50.428Z,3150084,3170872,5360324,Geometry,352.5333785739579,-192.07689380794872,-61.618866892801755,698,DESCENDING,2025-06-12T21:24:50.428Z,3150084,3170872,5720772,-13.883288,-63.733363,0.6068938655332204,0.00017713439268615254,0.9999999999999999,0.6647569129907929,167,None,20250612T221720,20250615T221719
BIO_S1_STA__1S_20250609T221914_20250609T221935_C_G___M___C___T____F173_01_DGR7PA,BIO_S1_STA__1S_20250606T221914_20250606T221935_C_G___M___C___T____F173_01_DGR7PJ,610,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,4999876,Geometry,-39.03409776477444,81.9508370572691,386.1036848142074,566,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,4639428,-20.827087,-65.110496,0.7650648096670717,0.00022804088804402576,0.9999999999999999,0.8527068057490541,173,None,20250609T221914,20250606T221914
BIO_S1_STA__1S_20250609T221914_20250609T221935_C_G___M___C___T____F173_01_DGR7PA,BIO_S1_STA__1S_20250612T221914_20250612T221935_C_G___M___C___T____F173_01_DGR7PT,610,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,4999876,Geometry,31.136125515632163,19.02311222452302,1143.527957089357,654,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,5360324,-20.827087,-65.110496,0.7166493248678444,0.0003962604491173691,0.9999999999999999,0.7474145888944608,173,None,20250609T221914,20250612T221914
BIO_S1_STA__1S_20250609T221914_20250609T221935_C_G___M___C___T____F173_01_DGR7PA,BIO_S1_STA__1S_20250615T221913_20250615T221934_C_G___M___C___T____F173_01_DGR7OS,610,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,4999876,Geometry,359.13019652587843,-171.8983520324711,681.1631979984982,698,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,5720772,-20.827087,-65.110496,0.659683384828649,5.7809588862020873e-05,0.9999999999999999,0.7106258663462921,173,None,20250609T221914,20250615T221913
BIO_S1_STA__1S_20250609T221914_20250609T221935_C_G___M___C___T____F173_01_DGR7PA,BIO_S1_STA__1S_20250621T221916_20250621T221937_C_G___M___C___T____F173_01_DGR7P1,610,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,4999876,Geometry,-651.6732667567982,326.6336071204349,162.88350018088852,786,DESCENDING,2025-06-09T21:24:50.604Z,3264170,3284965,6441668,-20.827087,-65.110496,0.4493806185010599,6.25717484975267e-05,0.9999999999999999,0.4312498015719943,173,None,20250609T221914,20250621T221916
BIO_S1_STA__1S_20250612T221952_20250612T222013_C_G___M___C___T____F175_01_DGQOXY,BIO_S1_STA__1S_20250606T221952_20250606T222013_C_G___M___C___T____F175_01_DGQOWH,654,DESCENDING,2025-06-12T21:24:50.428Z,3302233,3323028,5360324,Geometry,-72.93669809042063,67.14699043821373,-657.5423392085377,566,DESCENDING,2025-06-12T21:24:50.428Z,3302233,3323028,4639428,-23.137841,-65.601912,0.5468359287773217,0.00013102423620999285,0.9999999999999999,0.5540225018700443,175,None,20250612T221952,20250606T221952
BIO_S1_STA__1S_20250612T221952_20250612T222013_C_G___M___C___T____F175_01_DGQOXY,BIO_S1_STA__1S_20250609T221952_20250609T222013_C_G___M___C___T____F175_01_DGQOXB,654,DESCENDING,2025-06-12T21:24:50.428Z,3302233,3323028,5360324,Geometry,-30.75975742559399,-12.368468057035331,-1006.4912819654013,610,DESCENDING,2025-06-12T21:24:50.428Z,3302233,3323028,4999876,-23.137841,-65.601912,0.519846495191739,3.6528114577511256e-05,0.9999999999999999,0.5091163597664254,175,None,20250612T221952,20250609T221952
BIO_S1_STA__1S_20250612T221952_20250612T222013_C_G___M___C___T____F175_01_DGQOXY,BIO_S1_STA__1S_20250621T221954_20250621T222015_C_G___M___C___T____F175_01_DGQOXO,654,DESCENDING,2025-06-12T21:24:50.428Z,3302233,3323028,5360324,Geometry,-675.7666048054855,311.9849752605623,-853.6414801952925,786,DESCENDING,2025-06-12T21:24:50.428Z,3302233,3323028,6441668,-23.137841,-65.601912,0.4276262489583213,0.0,0.9999999999999999,0.3985230699142044,175,None,20250612T221952,20250621T221954
BIO_S1_STA__1S_20250609T222303_20250609T222324_C_G___M___C___T____F185_01_DGQVIQ,BIO_S1_STA__1S_20250606T222303_20250606T222324_C_G___M___C___T____F185_01_DGQVJT,610,DESCENDING,2025-06-09T21:24:50.604Z,3492729,3513534,4999876,Geometry,-56.55069042897268,59.5654869055338,0.3120476520253023,566,DESCENDING,2025-06-09T21:24:50.604Z,3492729,3513534,4639428,-34.663785,-68.243179,0.9237697317509967,0.0014433141614469155,0.9999999999999999,0.947715995407399,185,None,20250609T222303,20250606T222303
BIO_S1_STA__1S_20250609T222303_20250609T222324_C_G___M___C___T____F185_01_DGQVIQ,BIO_S1_STA__1S_20250612T222303_20250612T222323_C_G___M___C___T____F185_01_DGQVJJ,610,DESCENDING,2025-06-09T21:24:50.604Z,3492729,3513534,4999876,Geometry,28.059624240551916,-24.221013758320062,-26.95057803769573,654,DESCENDING,2025-06-09T21:24:50.604Z,3492729,3513534,5360324,-34.663785,-68.243179,0.9351130533278679,0.0005810161077133076,0.9999999999999999,0.9624790641898655,185,None,20250609T222303,20250612T222303
BIO_S1_STA__1S_20250609T222303_20250609T222324_C_G___M___C___T____F185_01_DGQVIQ,BIO_S1_STA__1S_20250618T222302_20250618T222323_C_G___M___C___T____F185_01_DGQVJ9,610,DESCENDING,2025-06-09T21:24:50.604Z,3492729,3513534,4999876,Geometry,80.99800649356385,29.45222953698904,-76.25319614538407,742,DESCENDING,2025-06-09T21:24:50.604Z,3492729,3513534,6081220,-34.663785,-68.243179,0.71580774002367,0.00015489101387675203,0.9999999999999999,0.7819463771730132,185,None,20250609T222303,20250618T222302
BIO_S1_STA__1S_20250612T222516_20250612T222536_C_G___M___C___T____F192_01_DGQMA0,BIO_S1_STA__1S_20250606T222516_20250606T222537_C_G___M___C___T____F192_01_DGQMAA,654,DESCENDING,2025-06-12T21:24:50.428Z,3625740,3646551,5360324,Geometry,-90.34562372001517,83.89255459719803,-22.193689860000163,566,DESCENDING,2025-06-12T21:24:50.428Z,3625740,3646551,4639428,-42.686818,-70.284229,0.9021116866480826,0.0002355277319709567,0.9999999999999999,0.9304082657260873,192,None,20250612T222516,20250606T222516
BIO_S1_STA__1S_20250612T222516_20250612T222536_C_G___M___C___T____F192_01_DGQMA0,BIO_S1_STA__1S_20250618T222516_20250618T222536_C_G___M___C___T____F192_01_DGQMB4,654,DESCENDING,2025-06-12T21:24:50.428Z,3625740,3646551,5360324,Geometry,19.05907903673828,58.743181360165785,27.184640555701343,742,DESCENDING,2025-06-12T21:24:50.428Z,3625740,3646551,6081220,-42.686818,-70.284229,0.9072456604996108,0.0013895707840825187,0.9999999999999999,0.9362821924233268,192,None,20250612T222516,20250618T222516
BIO_S1_STA__1S_20250612T222516_20250612T222536_C_G___M___C___T____F192_01_DGQMA0,BIO_S1_STA__1S_20250621T222517_20250621T222538_C_G___M___C___T____F192_01_DGQM9Q,654,DESCENDING,2025-06-12T21:24:50.428Z,3625740,3646551,5360324,Geometry,-571.7362502909539,260.8585176330268,-66.9850160084431,786,DESCENDING,2025-06-12T21:24:50.428Z,3625740,3646551,6441668,-42.686818,-70.284229,0.7387355058764133,0.00034966118943979536,0.9999999999999999,0.7892050497311561,192,None,20250612T222516,20250621T222517
BIO_S1_STA__1S_20250612T222554_20250612T222615_C_G___M___C___T____F194_01_DGR7S1,BIO_S1_STA__1S_20250606T222554_20250606T222615_C_G___M___C___T____F194_01_DGR7SK,654,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,5360324,Geometry,-91.57178496222613,84.22791224815698,-55.54882766391715,566,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,4639428,-44.976867,-70.926219,0.9107164898062469,0.0008736856949103279,0.9999999999999999,0.9479940498013132,194,None,20250612T222554,20250606T222554
BIO_S1_STA__1S_20250612T222554_20250612T222615_C_G___M___C___T____F194_01_DGR7S1,BIO_S1_STA__1S_20250609T222554_20250609T222615_C_G___M___C___T____F194_01_DGR7ST,654,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,5360324,Geometry,-24.46525548934925,21.36115439168275,-27.4341519617053,610,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,4999876,-44.976867,-70.926219,0.9176532223641364,0.0003196004187547576,0.9999999999999999,0.9504065461744351,194,None,20250612T222554,20250609T222554
BIO_S1_STA__1S_20250612T222554_20250612T222615_C_G___M___C___T____F194_01_DGR7S1,BIO_S1_STA__1S_20250615T222553_20250615T222614_C_G___M___C___T____F194_01_DGR7RH,654,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,5360324,Geometry,205.23666528460825,-119.87014908791868,-105.7718084258342,698,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,5720772,-44.976867,-70.926219,0.8246865904039411,6.117069944572459e-05,0.9999999999999999,0.8630526093692454,194,None,20250612T222554,20250615T222553
BIO_S1_STA__1S_20250612T222554_20250612T222615_C_G___M___C___T____F194_01_DGR7S1,BIO_S1_STA__1S_20250618T222554_20250618T222614_C_G___M___C___T____F194_01_DGR7SB,654,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,5360324,Geometry,9.393944495454807,60.828095305868494,-356.62477004010356,742,DESCENDING,2025-06-12T21:24:50.428Z,3663816,3684627,6081220,-44.976867,-70.926219,0.7850660148888189,0.00035192028266512165,0.9999999999999999,0.8544448602221648,194,None,20250612T222554,20250618T222554
BIO_S1_STA__1S_20250609T222632_20250609T222653_C_G___M___C___T____F196_01_DGR8E4,BIO_S1_STA__1S_20250606T222632_20250606T222653_C_G___M___C___T____F196_01_DGR8DV,610,DESCENDING,2025-06-09T21:24:50.604Z,3701994,3722808,4999876,Geometry,-69.10288208084559,61.002220503088914,270.7915709000702,566,DESCENDING,2025-06-09T21:24:50.604Z,3701994,3722808,4639428,-47.27,-71.596165,0.8457639396858733,0.0002437348746520252,0.9999999999999999,0.9138176826428244,196,None,20250609T222632,20250606T222632
BIO_S1_STA__1S_20250609T222632_20250609T222653_C_G___M___C___T____F196_01_DGR8E4,BIO_S1_STA__1S_20250621T222634_20250621T222655_C_G___M___C___T____F196_01_DGR8ED,610,DESCENDING,2025-06-09T21:24:50.604Z,3701994,3722808,4999876,Geometry,-512.7650438812348,218.40928208534538,1204.4188991065157,786,DESCENDING,2025-06-09T21:24:50.604Z,3701994,3722808,6441668,-47.27,-71.596165,0.4848345060701648,0.00011122319193491578,0.9999999999999999,0.4909197702191167,196,None,20250609T222632,20250621T222634
BIO_S1_STA__1S_20250609T222826_20250609T222847_C_G___M___C___T____F202_01_DGQWZP,BIO_S1_STA__1S_20250606T222826_20250606T222847_C_G___M___C___T____F202_01_DGQX08,610,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,4999876,Geometry,-74.2770150510763,63.02845945080595,460.9237971198111,566,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,4639428,-54.092485,-73.913091,0.2523543926377342,7.997319670835504e-05,0.9999999999999999,0.22039301990934823,202,None,20250609T222826,20250606T222826
BIO_S1_STA__1S_20250609T222826_20250609T222847_C_G___M___C___T____F202_01_DGQWZP,BIO_S1_STA__1S_20250612T222826_20250612T222847_C_G___M___C___T____F202_01_DGQWZY,610,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,4999876,Geometry,20.443823542810748,-23.141899799696883,44.968595828360506,654,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,5360324,-54.092485,-73.913091,0.2861655336275962,5.749245481665359e-05,0.9999999999999999,0.23740925735426027,202,None,20250609T222826,20250612T222826
BIO_S1_STA__1S_20250609T222826_20250609T222847_C_G___M___C___T____F202_01_DGQWZP,BIO_S1_STA__1S_20250615T222825_20250615T222846_C_G___M___C___T____F202_01_DGQX0Y,610,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,4999876,Geometry,167.12415387160712,-108.78356938199938,748.8140844575809,698,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,5720772,-54.092485,-73.913091,0.2509124996024194,4.181792473257346e-05,0.9999999999999999,0.22079633593687997,202,None,20250609T222826,20250615T222825
BIO_S1_STA__1S_20250609T222826_20250609T222847_C_G___M___C___T____F202_01_DGQWZP,BIO_S1_STA__1S_20250618T222826_20250618T222847_C_G___M___C___T____F202_01_DGQX0P,610,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,4999876,Geometry,-8.379293826522794,41.176298799016884,21.06317677027305,742,DESCENDING,2025-06-09T21:24:50.604Z,3816004,3836822,6081220,-54.092485,-73.913091,0.2621131771840297,5.235913620319111e-05,0.9999999999999999,0.23488455628139723,202,None,20250609T222826,20250618T222826
BIO_S1_STA__1S_20250610T022854_20250610T022913_C_G___M___C___T____F031_01_DGWP0V,BIO_S1_STA__1S_20250607T022855_20250607T022913_C_G___M___C___T____F031_01_DGWP1H,613,ASCENDING,2025-06-10T02:19:23.450Z,571523,590257,5022256,Geometry,94.19783188118063,-9.432522741799172,1127.4713860699933,569,ASCENDING,2025-06-10T02:19:23.450Z,571523,590257,4661808,34.66748,43.948485,0.421861363482518,7.166122461736674e-05,0.9999999999999999,0.390142623060815,31,None,20250610T022854,20250607T022855
BIO_S1_STA__1S_20250610T022854_20250610T022913_C_G___M___C___T____F031_01_DGWP0V,BIO_S1_STA__1S_20250616T022853_20250616T022912_C_G___M___C___T____F031_01_DGWP12,613,ASCENDING,2025-06-10T02:19:23.450Z,571523,590257,5022256,Geometry,-303.9587238176825,152.89664582891842,595.6663773227982,701,ASCENDING,2025-06-10T02:19:23.450Z,571523,590257,5743152,34.66748,43.948485,0.34427089096295155,7.430552580534127e-05,0.9999999999999999,0.3138568822377713,31,None,20250610T022854,20250616T022853
BIO_S1_STA__1S_20250610T022931_20250610T022952_C_G___M___C___T____F033_01_DGX6QD,BIO_S1_STA__1S_20250607T022931_20250607T022952_C_G___M___C___T____F033_01_DGX6R3,613,ASCENDING,2025-06-10T02:19:23.450Z,607840,628592,5022256,Geometry,95.87425934876715,-20.78058303738684,824.9104389172605,569,ASCENDING,2025-06-10T02:19:23.450Z,607840,628592,4661808,36.905797,43.19695,0.3128548652112187,0.00014434222779872565,0.9999999999999999,0.2791579890227853,33,None,20250610T022931,20250607T022931
BIO_S1_STA__1S_20250613T035114_20250613T035134_C_G___M___C___T____F291_01_DGX77T,BIO_S1_STA__1S_20250607T035114_20250607T035135_C_G___M___C___T____F291_01_DGX77K,657,ASCENDING,2025-06-13T02:19:23.298Z,5510860,5531655,5387625,Geometry,41.06048515081063,-53.314034418781546,-81.33273986671412,569,ASCENDING,2025-06-13T02:19:23.298Z,5510860,5531655,4666729,-23.012001,32.826569,0.952389446439888,0.004507141340306453,0.9999999999999999,0.9613017782346062,291,None,20250613T035114,20250607T035114
BIO_S1_STA__1S_20250613T035114_20250613T035134_C_G___M___C___T____F291_01_DGX77T,BIO_S1_STA__1S_20250619T035114_20250619T035134_C_G___M___C___T____F291_01_DGX789,657,ASCENDING,2025-06-13T02:19:23.298Z,5510860,5531655,5387625,Geometry,-126.42567358711688,24.14866463051455,-53.11182107721138,745,ASCENDING,2025-06-13T02:19:23.298Z,5510860,5531655,6108521,-23.012001,32.826569,0.9429939965111376,0.002913744541606996,0.9999999999999999,0.9499768338477899,291,None,20250613T035114,20250619T035114
BIO_S1_STA__1S_20250613T035133_20250613T035156_C_G___M___C___T____F292_01_DGWSZO,BIO_S1_STA__1S_20250607T035133_20250607T035157_C_G___M___C___T____F292_01_DGWT0W,657,ASCENDING,2025-06-13T02:19:23.298Z,5529953,5553586,5387625,Geometry,42.994935217083196,-55.057605977916154,8.924860351217943,569,ASCENDING,2025-06-13T02:19:23.298Z,5529953,5553586,4666729,-21.768572,32.554478,0.9607697362227748,0.0014904903583047473,0.9999999999999999,0.9674514189197447,292,None,20250613T035133,20250607T035133
BIO_S1_STA__1S_20250613T040413_20250613T040433_C_G___M___C___T____F022_01_DGX6VX,BIO_S1_STA__1S_20250607T040413_20250607T040434_C_G___M___C___T____F022_01_DGX6WW,658,ASCENDING,2025-06-13T03:57:34.244Z,398850,419609,5390646,Geometry,94.64445786164924,-66.09264653837343,211.00729490738297,570,ASCENDING,2025-06-13T03:57:34.244Z,398850,419609,4669750,24.303812,22.361003,0.3868769335843844,3.2918783945426924e-05,0.9999999999999999,0.27264784841667866,22,None,20250613T040413,20250607T040413
BIO_S1_STA__1S_20250613T040413_20250613T040433_C_G___M___C___T____F022_01_DGX6VX,BIO_S1_STA__1S_20250616T040412_20250616T040432_C_G___M___C___T____F022_01_DGX6WO,658,ASCENDING,2025-06-13T03:57:34.244Z,398850,419609,5390646,Geometry,-371.03449838993043,146.5139196447185,454.81590641880246,702,ASCENDING,2025-06-13T03:57:34.244Z,398850,419609,5751094,24.303812,22.361003,0.3036021538729923,5.746270593503918e-05,0.9999999999999999,0.2359516874416177,22,None,20250613T040413,20250616T040412
BIO_S1_STA__1S_20250613T040413_20250613T040433_C_G___M___C___T____F022_01_DGX6VX,BIO_S1_STA__1S_20250619T040413_20250619T040433_C_G___M___C___T____F022_01_DGX6W6,658,ASCENDING,2025-06-13T03:57:34.244Z,398850,419609,5390646,Geometry,7.239767607597184,19.572827909692208,383.8880835137422,746,ASCENDING,2025-06-13T03:57:34.244Z,398850,419609,6111542,24.303812,22.361003,0.35842253110073974,5.1162139957082737e-05,0.9999999999999999,0.2781391053494216,22,None,20250613T040413,20250619T040413
BIO_S1_STA__1S_20250613T053410_20250613T053431_C_G___M___C___T____F306_01_DGWZWU,BIO_S1_STA__1S_20250607T053410_20250607T053431_C_G___M___C___T____F306_01_DGWZW5,658,ASCENDING,2025-06-13T03:57:34.244Z,5795981,5816762,5396115,Geometry,70.9354539898772,-68.1967886952567,-2.473827404061306,570,ASCENDING,2025-06-13T03:57:34.244Z,5795981,5816762,4675219,-5.689659,4.621765,0.2376735770146698,1.6743937243331243e-05,0.9999999999999999,0.21454958095680432,306,None,20250613T053410,20250607T053410
BIO_S1_STA__1S_20250613T053410_20250613T053431_C_G___M___C___T____F306_01_DGWZWU,BIO_S1_STA__1S_20250610T053410_20250610T053431_C_G___M___C___T____F306_01_DGWZVN,658,ASCENDING,2025-06-13T03:57:34.244Z,5795981,5816762,5396115,Geometry,1.6684681458904274,-60.5275655592471,58.772878753092684,614,ASCENDING,2025-06-13T03:57:34.244Z,5795981,5816762,5035667,-5.689659,4.621765,0.2376835233578269,3.880598595859512e-05,0.9999999999999999,0.21458455606992824,306,None,20250613T053410,20250610T053410
BIO_S1_STA__1S_20250610T102147_20250610T102205_C_G___M___C___T____F284_01_DGQP1C,BIO_S1_STA__1S_20250607T102148_20250607T102205_C_G___M___C___T____F284_01_DGQP14,617,ASCENDING,2025-06-10T08:52:06.885Z,5381096,5398602,5059833,Geometry,55.11296954947956,-2.4169747734386338,-706.8182723541368,573,ASCENDING,2025-06-10T08:52:06.885Z,5381096,5398602,4699385,-30.965035,-63.58316,0.74022524588678,0.00014528524273978873,0.9999999999999999,0.7941861892242361,284,None,20250610T102147,20250607T102148
